Algorithm,Params,Validation,Accuracy,Recall,Precision,F1
AdaBoostClassifier,Algorithm:SAMME-n_estimators:10,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME-n_estimators:50,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME-n_estimators:100,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME-n_estimators:200,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME-n_estimators:500,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME-n_estimators:1000,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME-n_estimators:1500,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME-n_estimators:2000,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:10,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:50,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:100,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:200,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:500,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:1000,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:1500,Cv-5,1.0,1.0,1.0,1.0
AdaBoostClassifier,Algorithm:SAMME.R-n_estimators:2000,Cv-5,1.0,1.0,1.0,1.0
Bagging,bootstrap:True-n_estimators:10,Cv-5,1.0,1.0,1.0,0.995555555556
Bagging,bootstrap:False-n_estimators:10,Cv-5,1.0,1.0,1.0,1.0
BernoulliNB,Default,Cv-5,0.932253711201,0.95652173913,0.936674718196,0.94493684299
DecisionTree,criterion:gini-splitter:best,Cv-5,1.0,1.0,1.0,1.0
DecisionTree,criterion:gini-splitter:random,Cv-5,0.853846153846,0.773913043478,0.896296296296,0.703677681524
DecisionTree,criterion:entropy-splitter:best,Cv-5,1.0,1.0,1.0,1.0
DecisionTree,criterion:entropy-splitter:random,Cv-5,0.82685560054,0.817391304348,0.958333333333,0.800685048126
GaussianNB,Default,Cv-5,0.695411605938,0.6,0.632735042735,0.602254390128
GradientBoostingClassifier,n_estimators:10-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:50-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:100-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:200-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:500-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:1000-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:1500-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:2000-loss:deviance-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:10-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:50-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:100-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:200-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:500-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:1000-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:1500-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
GradientBoostingClassifier,n_estimators:2000-loss:exponential-min_samples_split:2-min_samples_leaf:1,Cv-5,1.0,1.0,1.0,1.0
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:minkowski-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:minkowski-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:euclidean-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:auto-metric:euclidean-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:minkowski-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:ball_tree-metric:euclidean-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:minkowski-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:kd_tree-metric:euclidean-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:minkowski-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:minkowski-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:euclidean-weights:uniform,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:1-algorithm:brute-metric:euclidean-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:minkowski-weights:uniform,Cv-5,0.485829959514,0.313043478261,0.738095238095,0.412167135461
KNeighborsClassifier,n_neighbors:2-algorithm:auto-metric:minkowski-weights:distance,Cv-5,0.48636977058,0.373913043478,0.674624910693,0.452983312983
